PuzzleId,FEN,Moves,Rating,RatingDeviation,Popularity,NbPlays,Themes,GameUrl,OpeningTags
0018S,2kr3r/pp3p2/4p2p/1N1p2p1/3Q4/1P1P4/2q2PPP/5RK1 b - - 1 20,b7b6 d4a1 a7a5 f1c1,2585,119,90,1855,advantage endgame pin short,https://lichess.org/H1ARO2GL/black#40,
002LW,3r1rk1/1b1n1pp1/3p4/p4PPQ/4P3/3q1BN1/8/2R2RK1 b - - 1 28,d7e5 f5f6 e5f3 f1f3,2464,88,78,115,advantage middlegame short,https://lichess.org/0khwj5dv/black#56,
002e8,r3nrk1/1b3pp1/4pb2/p3q3/1p1N4/3B2R1/PPPQN2P/1K4R1 b - - 1 23,a8d8 d2h6 g7g6 g3h3,2459,82,93,477,crushing defensiveMove master middlegame pin short,https://lichess.org/ygzu5djr/black#46,
004sg,6k1/p3b2p/1p1pP3/2p3P1/1Pnp3B/P6P/3Q3K/8 w - - 0 38,b4c5 c4d2 c5c6 d6d5 g5g6 e7d6,2404,89,90,1376,advantage clearance endgame hangingPiece long quietMove,https://lichess.org/pSRIvt7K#75,
005YM,5k2/p4pp1/1qn3r1/3pP2p/5P2/1NPQ4/Pr3RPP/R5K1 w - - 5 24,b3d4 b2f2 g1f2 c6d4 d3d4 b6b2,2429,104,90,261,advantage long middlegame,https://lichess.org/fDmK2ipV#47,
005ws,8/8/5pp1/3K3p/3N2kP/8/8/8 w - - 2 62,d5e6 g6g5 h4g5 f6g5 e6d5 h5h4 d5e4 h4h3 d4f3 g4g3,2495,78,93,2356,crushing endgame knightEndgame master masterVsMaster quietMove veryLong,https://lichess.org/LOwACSXb#123,
006NL,1r6/k2qn1b1/p1b1p1p1/2PpPpN1/2nN1P1P/p4B2/1PP2Q2/1K1R3R w - - 0 32,d4c6 e7c6 b2b3 a3a2 b1a1 c4e5 f4e5 g7e5 a1a2 b8b5,2545,89,86,125,advancedPawn advantage middlegame pin veryLong,https://lichess.org/yA3M5Q6W#63,
00APl,3b1k2/1p4r1/p3qp1Q/8/8/3B1bP1/PP3P1P/2R3K1 b - - 0 29,d8b6 d3c4 f3d5 c4d5 e6d5 h6f6,2401,78,89,260,advantage long middlegame,https://lichess.org/daJYZiK5/black#58,
00BKa,5rk1/p1Rb1ppp/2n1pn2/8/8/2P3P1/q4PBP/1rNQK2R b K - 2 16,f8c8 c7c8 d7c8 c1a2 b1d1 e1d1,2450,90,90,1512,advantage long middlegame,https://lichess.org/0bBHtpd4/black#32,French_Defense French_Defense_Winawer_Variation
00CNA,rnbq1r2/pp1n2bk/3pB1p1/4P1N1/5P2/2p5/PPP3P1/R1BQK3 b Q - 1 13,h7h8 d1d3 d8g5 f4g5,2533,88,92,839,crushing opening short,https://lichess.org/FSuTnQiL/black#26,Pirc_Defense Pirc_Defense_Austrian_Attack
00CbV,2r3k1/5p2/p3p1nQ/3pPP2/2qN4/2b3BP/7K/4R3 b - - 0 33,c3e1 f5f6 e1g3 h2g3 c4d3 d4f3 d3f3 g3f3 g6h4 h6h4,2439,80,92,1140,crushing middlegame veryLong,https://lichess.org/B294fXRo/black#66,
00DzI,8/2p5/2P2k1p/2pKp3/3p2P1/3B1p2/7P/8 w - - 0 42,d5c5 f6g5 c5d5 g5f4 h2h4 f4e3,2590,90,85,58,bishopEndgame crushing endgame long,https://lichess.org/5cjWO8nE#83,
00EUu,8/5P1P/1p4K1/8/6P1/8/2p5/k6r b - - 0 62,h1h6 g6h6 c2c1q g4g5 c1c6 h6g7,2502,101,91,3443,crushing defensiveMove endgame long,https://lichess.org/u5HjwjcV/black#124,
00FGc,1r4k1/5p2/2q3bp/4R3/p1r5/P1N5/1PP1Q2P/1KR5 w - - 2 33,b1a2 c4c3 b2c3 f7f6,2438,84,86,137,advantage middlegame sacrifice short,https://lichess.org/N39SSpf9#65,
00FOM,8/5k2/8/3pPPB1/1p4K1/1b6/8/8 b - - 0 45,b3d1 g4h4 d1a4 e5e6,2594,90,72,170,bishopEndgame crushing defensiveMove endgame short,https://lichess.org/9wp9pR0Q/black#90,
00GHw,r1bq1r2/1p4kp/4p1p1/1NpPp1P1/2P1P3/pPQ4B/P4n2/2KR3R b - - 1 21,f2h1 c3e5 g7g8 d5e6 d8e7 d1h1 e7g7 e5g7,2496,115,90,461,advantage middlegame veryLong,https://lichess.org/VU9ATvfr/black#42,
00GuG,2R5/7p/1K4k1/8/5p2/5n2/8/8 w - - 0 63,c8c6 g6f5 b6c5 h7h5,2472,94,91,1544,advantage defensiveMove endgame master short,https://lichess.org/6xU6SaA2#125,
00H5n,8/5Rpk/3p3p/p1qPp3/P3n3/5N1P/1Q3PPK/2r5 b - - 0 35,e4f2 b2b7 c1h1 h2g3 f2e4 g3g4 e4f6 f7f6 c5b4 b7b4,2555,84,91,548,advantage endgame pin quietMove veryLong,https://lichess.org/84oSZ8O3/black#70,
00KNB,2rr2k1/5p2/4p2p/4N1pQ/1p3P2/4P3/np3P1P/2q2BRK b - - 1 32,c8c7 h5h6 b2b1q h6g5,2499,108,87,531,crushing kingsideAttack master middlegame pin short,https://lichess.org/Ri0duT8T/black#64,
00L53,3q2k1/Qp4pp/3r4/P7/8/1P6/3p1PPP/3R2K1 w - - 0 35,a7b7 d6e6 b7b4 d8d4 b4b8 g8f7 b8b7 f7g6 g2g3 e6e1,2536,89,79,31,clearance crushing defensiveMove endgame quietMove veryLong,https://lichess.org/nSpAg1ZO#69,
00LRv,5r1k/7p/p2pB3/3Pb1p1/4p2q/1P2B3/P1Q2P2/2R3K1 w - - 0 31,f2f4 h4g3 g1h1 g3f3 c2g2 f3e3,2411,93,70,70,crushing exposedKing fork long middlegame,https://lichess.org/AebpnUup#61,
00Mei,8/6rk/6p1/1R3b1p/2pQ1P2/2P3P1/qP4PK/8 b - - 0 36,f5d3 d4d8 a2a7 b5b8 a7b8 d8b8,2591,86,83,216,advantage endgame long master quietMove,https://lichess.org/xvCSyLc3/black#72,
002e5,r2q4/pp1n1kbp/3P2b1/6N1/6Q1/P3P3/6P1/4K2R b K - 1 21,f7g8 g4c4 g8h8 h1h7 g6h7 g5f7,2632,78,85,387,crushing long middlegame sacrifice,https://lichess.org/qaapuG48/black#42,
004zh,4b1k1/4Pr2/3R2pp/1ppBP1q1/8/PP4P1/2P4P/3R3K b - - 2 38,g5h5 d1f1 g8g7 d5f7 e8f7 d6d8 h5e5 f1f7 g7f7 e7e8q e5e8 d8e8,2624,95,70,117,advancedPawn attraction crushing endgame exposedKing intermezzo pin promotion quietMove veryLong,https://lichess.org/sYeKSrqj/black#76,
005jR,8/5p1k/1P4pp/3Qn3/4BP2/6P1/1p2P2P/2q3K1 w - - 1 34,g1f2 b2b1q e4b1 e5g4 f2f3 c1h1,2783,116,90,285,advancedPawn crushing endgame long promotion,https://lichess.org/ltr8kYV9#67,
006of,r2qr2k/1pp2pp1/1b4np/pP2P3/P4n2/BQN2N1P/5PP1/R3R1K1 w - - 3 20,b3f7 d8d3 c3e2 f4e2 e1e2 d3e2,2651,114,89,978,advantage kingsideAttack long middlegame,https://lichess.org/MIdWd89x#39,
00Aul,4r3/1p3R1p/1pb2R1B/7k/6P1/8/r6P/6K1 b - - 0 33,h5g4 f7g7 g4h4 h6d2 e8e1 d2e1,2640,106,88,545,crushing endgame long quietMove,https://lichess.org/WWumMDnF/black#66,
00IKw,3r2k1/pp1P1p1p/6p1/2R1P2r/3Q1P2/6Pq/7P/3R2K1 w - - 1 33,d4d2 d8d7 d2d7 h3h2 g1f1 h2g3 d7d8 g8g7 d8f6 g7h6 f6g5 h5g5,2702,104,91,196,advantage deflection endgame sacrifice veryLong,https://lichess.org/R6IG9d87#65,
00Kip,8/6pp/8/3k4/2p2PPP/2K5/8/8 w - - 1 50,f4f5 d5e5 h4h5 h7h6 g4g5 h6g5,2629,93,93,273,crushing endgame long pawnEndgame quietMove,https://lichess.org/hcNxh7C3#99,
00Ns0,r2qr1k1/pn1p2pp/bp3p2/2p1N3/2P5/1PB3Q1/P1P3PP/R4RK1 w - - 0 18,f1f6 d8f6 a1f1 f6h6 e5g4 h6g6 c3g7 e8e4 g4f6 g8g7,2610,105,84,71,advantage hangingPiece intermezzo middlegame veryLong,https://lichess.org/ZyKw24YE#35,Bishops_Opening Bishops_Opening_Vienna_Hybrid
00Oyf,8/1p6/7p/3k1pp1/1P5P/3K1P2/6P1/8 w - - 0 39,h4g5 h6g5 d3c3 d5e5 c3c4 e5f4 c4c5 f4g3,2694,89,83,193,crushing endgame pawnEndgame veryLong zugzwang,https://lichess.org/eysZBqWU#77,
00S6g,r6r/p3kpbp/2Q1pnp1/q7/P2P1P2/1PP5/6PP/R1B2RK1 b - - 0 16,f6d5 f4f5 g6f5 f1f5 f7f6 c1a3 e7f7 c6d7 f7g6 f5f3,2755,96,65,104,advantage middlegame veryLong,https://lichess.org/jFCmK1qh/black#32,Queens_Pawn_Game Queens_Pawn_Game_Other_variations
00SPy,4r3/5pk1/pp3p2/7q/1P3P1p/P6P/4R1P1/3Q1R1K b - - 0 34,e8e2 f4f5 g7h6 d1d8,2666,104,90,139,advantage endgame quietMove short,https://lichess.org/b7nzWOyx/black#68,
00SWh,rn5Q/ppk1np2/3B4/6N1/6b1/8/PPP1q3/2KR4 b - - 0 18,c7b6 h8d4 b6c6 d4c3 c6d7 d1e1,2773,118,88,789,crushing exposedKing long middlegame,https://lichess.org/SIKtKv2M/black#36,Kings_Gambit_Accepted Kings_Gambit_Accepted_Bishops_Gambit
00WzB,8/8/8/P1K1p3/5k1p/5b1B/5P2/8 w - - 3 46,h3f1 f3a8 c5d6 e5e4 f1g2 f4g4 a5a6 h4h3 g2h1 e4e3 h1a8 e3f2 a8f3 g4g3 a6a7 f2f1q a7a8q f1f3,2686,118,90,2351,advancedPawn bishopEndgame crushing endgame promotion quietMove veryLong,https://lichess.org/VEqrGfJg#91,
00bGq,1k3r2/ppp2r1p/1b1pQP1p/8/3P3P/2P3R1/Pq4P1/5R1K b - - 0 22,b2b5 e6f7 b5f1 h1h2 f8c8 f7e6,2693,117,87,172,advantage long middlegame,https://lichess.org/GVwrEInE/black#44,
00iXO,r6r/pp2kB2/1bpR1p2/4p1p1/6b1/1QP3p1/PP3PP1/4R1K1 w - - 2 23,d6d2 b6f2 d2f2 h8h1 g1h1 g3f2,2620,85,95,548,advancedPawn advantage fork long middlegame sacrifice,https://lichess.org/asLbpMTy#45,
00irz,8/2r1ppk1/8/3P2pP/1Kp1Pp2/1bR5/4BP2/8 w - - 8 40,e2c4 c7c4 c3c4 b3c4 b4c4 f7f6,2780,123,87,600,crushing defensiveMove endgame long,https://lichess.org/H4eT5TpG#79,
00j8L,6R1/2q2pp1/6kp/1pr5/p2Q1P2/2P3PP/1P5K/8 b - - 4 37,f7f6 d4e4 c5f5 g8f8 c7d7 g3g4,2782,120,90,390,crushing endgame long,https://lichess.org/eAtX7oiv/black#74,
00mNT,8/2q2p1p/R2bpkp1/2p5/4pP2/3r3P/1Q4P1/R5K1 b - - 3 38,f6f5 a6a7 d3d1 a1d1,2787,114,90,675,crushing endgame short,https://lichess.org/oxSgw2VP/black#76,
00pny,3r2rk/p3b2p/2n2p2/2pnNPPq/1p1p3P/3P1Q2/PPP3B1/R1B1R1K1 b - - 0 24,h5h4 e5f7 h8g7 e1e4,2617,100,82,147,crushing fork master middlegame short,https://lichess.org/dxcSKEfa/black#48,
00qFT,8/8/2B4p/3nk1p1/P3p3/7P/8/6K1 w - - 0 41,c6d5 e5d5 g1f2 h6h5 f2e3 g5g4 h3g4 h5h4 a4a5 h4h3 a5a6 d5c6 a6a7 c6b7 a7a8r b7a8,2668,88,85,267,crushing endgame quietMove veryLong,https://lichess.org/TQpdTR2b#81,
00rjB,2r3k1/pb3qN1/1p2p2p/2b5/6n1/2Pp2B1/PPQ2PP1/1BR1R1K1 w - - 0 28,c2d2 c5f2 g3f2 f7c7 d2h6 g4h6,2660,89,100,82,advantage fork long middlegame sacrifice,https://lichess.org/g1JRNZ58#55,
00sDQ,2r2rk1/5p2/1pn1pPp1/1B1pP3/5q2/4b2R/1B4QP/R6K b - - 3 31,f4f2 g2f2 e3f2 a1f1,2617,89,70,104,advantage master middlegame short,https://lichess.org/eDAqXjpA/black#62,
000VW,r4r2/1p3pkp/p5p1/3R1N1Q/3P4/8/P1q2P2/3R2K1 b - - 3 25,g6f5 d5c5 c2e4 h5g5 g7h8 g5f6,2866,109,85,316,crushing endgame long,https://lichess.org/e9AY2m5j/black#50,
00RWr,6k1/5pp1/n3p2p/1q1pN3/8/4PB1P/Q4PPK/2r5 b - - 3 36,a6c5 a2a8 g8h7 e5f7 b5b2 a8h8 h7g6 h8g8 g6f6 f3h5,2898,115,88,611,crushing defensiveMove deflection endgame veryLong,https://lichess.org/20uXWTrv/black#72,
00hCU,r1b2r2/1p5k/3p2pp/p1PBb3/2Pp1p2/P2P2Pq/3B1P1P/1R1QR1K1 w - - 0 26,c5c6 f4g3 f2g3 f8f2 g1f2 h3h2,2844,102,85,416,attraction crushing deflection kingsideAttack long middlegame sacrifice,https://lichess.org/mc07lrmk#51,
00jdm,r3r1k1/ppp2ppN/3p4/2bq1b1Q/3p4/3B1P2/PPP4P/R1B3K1 b - - 2 22,g7g6 h7f6 g8g7 h5h4 e8h8 h4h8 a8h8 f6d5 f5d3 c2d3,2803,110,95,398,advantage fork middlegame veryLong,https://lichess.org/6snrVDus/black#44,
00jmD,8/1pp5/8/PP4p1/3k1pP1/8/1bbBB3/5K2 b - - 2 41,c2d3 e2d3 d4d3 d2e1 d3c4 a5a6 b7a6 b5a6 b2d4 e1f2,2932,96,99,205,bishopEndgame crushing endgame quietMove veryLong,https://lichess.org/KmRwxrg3/black#82,
01AU0,8/7k/4r3/pB6/P7/2Q3P1/4KP2/7q w - - 5 46,e2d3 h1d1 d3c4 e6d6,2867,109,83,401,crushing defensiveMove endgame short,https://lichess.org/oDCrsFl8#91,
01QcW,5R2/8/8/p1p5/PbP3p1/1P3pk1/8/5K2 w - - 4 44,f8b8 b4c3 b8f8 g3h3 f8f7 g4g3 f7f3 h3h2 f1e2 g3g2 f3c3 g2g1q,2876,107,83,347,advancedPawn crushing endgame promotion quietMove veryLong,https://lichess.org/UwsZhZ4i#87,
01abk,8/6pp/2p2p2/7P/1k6/p2K4/B4P2/8 w - - 1 42,d3d4 g7g5 h5g6 h7g6 d4d3 g6g5 d3c2 f6f5,2844,107,88,214,bishopEndgame crushing defensiveMove endgame quietMove veryLong,https://lichess.org/2CRW7uvj#83,
01bQH,4k3/3r2pp/3P1p2/2PK1P2/1P6/7P/8/8 b - - 2 38,e8d8 c5c6 d7a7 b4b5 a7a5 d5c4 a5a2 b5b6,2935,104,84,341,crushing endgame quietMove rookEndgame veryLong,https://lichess.org/8yfQlfqF/black#76,
01ti6,4n1k1/K5b1/1p6/7p/1P1B1PpP/P3P1P1/8/8 b - - 0 46,g7d4 e3d4 b6b5 a7b6 e8d6 b6c7,2811,103,91,1375,crushing endgame long,https://lichess.org/8qL1LjAS/black#92,
023Uk,4r1k1/7p/pR4p1/2p5/2qrppQ1/P6P/2P2PP1/1R4K1 b - - 1 33,e4e3 b6g6 g8h8 g4f5 h7g6 f5f6,2978,111,84,286,crushing endgame long sacrifice,https://lichess.org/UC1437KQ/black#66,
02BFi,8/7p/4k1p1/4B2n/p1Pp2P1/1p1K3P/1P3P2/8 w - - 0 35,g4h5 e6e5 h5g6 h7g6 h3h4 e5d6 f2f4 d6c5 f4f5 g6f5 h4h5 c5b4 d3d2 a4a3,2965,118,87,1066,crushing endgame hangingPiece veryLong,https://lichess.org/qbpzhXnP#69,
02Qq3,8/1p6/8/p5pp/Pk6/1P4PP/2K5/8 w - - 0 41,g3g4 h5h4 c2b2 b4c5 b2c3 c5d5 b3b4 a5b4,2841,107,81,162,crushing endgame pawnEndgame quietMove veryLong,https://lichess.org/12ZVsGrl#81,
02hgm,8/4r3/5pp1/5k1p/5P1R/6PK/7P/8 w - - 0 49,g3g4 h5g4 h4g4 e7h7 h3g3 h7h2 g4g6 h2h1 g3g2 f5g6 g2h1 g6f5,2836,92,95,158,crushing endgame intermezzo quietMove rookEndgame veryLong,https://lichess.org/lQb4Sp4b#97,
02yET,2r3k1/1R1n4/3B1p2/1P1Pp3/4PpPp/5PbP/6r1/1K1R4 b - - 0 43,d7c5 d6c5 c8c5 d5d6 c5c4 b7a7 c4b4 b1a1 g3f2 d6d7 f2d4 d1d4 b4d4 a7a8,2823,91,92,1259,advancedPawn crushing master middlegame quietMove sacrifice veryLong,https://lichess.org/jr2bE5B0/black#86,
03MPe,1R6/4qpkp/1P1p2p1/2pP4/1pPb1Q2/1P1B2PP/5P1K/r7 w - - 3 30,b6b7 e7e1 b8g8 g7g8 b7b8q g8g7 d3f1 a1a2 f4f7 g7f7,2918,112,87,887,crushing endgame pin veryLong,https://lichess.org/rA7KF7Yp#59,
03cYQ,6rk/2p2q2/1p4rp/2PR1b1p/P6Q/1P2p1PP/5P1N/3R2K1 w - - 0 36,h2f3 f5g4 h3g4 f7f3 d5h5 f3d1,2838,102,91,1226,advantage discoveredAttack kingsideAttack long middlegame,https://lichess.org/qotgwkFR#71,
03iyb,7r/5p2/3R1np1/2Pk4/6q1/Q7/6Pr/6K1 b - - 7 36,d5e5 a3b2 e5f4 b2f2 f4g5 f2f6 g5h6 f6h8,2801,90,92,1598,crushing endgame interference veryLong,https://lichess.org/7jfiGxoe/black#72,
04BOH,r3r1k1/pp3p1p/2p3p1/5nB1/6P1/P4Q1P/1qP5/R4R1K b - - 0 22,f5d6 a1d1 e8e6 d1d6 e6d6 f3f7 g8h8 f7e7,2881,94,89,821,crushing middlegame veryLong,https://lichess.org/p0jHij7o/black#44,
04GC9,r2r3k/1pp3Nq/2n1Q3/p2n4/8/P3PP2/1P1BB3/1R2K3 b - - 0 30,h7g7 e1f2 g7h7 d2c3 d5c3 e6f6 h7g7 b1h1 h8g8 e2c4 d8d5 f6c3,2847,106,90,2707,advantage exposedKing fork middlegame pin sacrifice veryLong,https://lichess.org/PONLZDnd/black#60,
04ixu,8/8/5kp1/3K1p1p/4p2P/4P1P1/5P2/8 b - - 0 38,g6g5 h4g5 f6g5 d5e5 g5g4 e5e6,2829,108,79,296,crushing endgame long pawnEndgame zugzwang,https://lichess.org/TXk1TSxQ/black#76,
05D4P,5k2/R7/6K1/p6P/8/8/r7/8 b - - 0 41,a5a4 a7a8 f8e7 h5h6 e7e6 a8a6,2822,109,87,304,crushing endgame long rookEndgame,https://lichess.org/aFjaSx5n/black#82,
